Date	Query	IsImplicitIntent	State	Country	PopularityScore
2020-08-01	face masks for sale	True	Texas	United States	1
2020-08-01	sainsburys groceries	True	Durham	United Kingdom	29
2020-08-01	keisha lance bottoms	True	Virginia	United States	1
2020-08-01	face shields for coronavirus	False	Wisconsin	United States	1
2020-08-01	digi24	True	Bucuresti	Romania	100
2020-08-01	tgcom	True	Veneto	Italy	43
2020-08-01	drudge report 2020	True	Tennessee	United States	3
2020-08-01	pennsylvania coronavirus update	False	Pennsylvania	United States	1
2020-08-01	coronavirus	False	Lombardy	Italy	16
2020-08-01	face masks for coronavirus sale	False	Texas	United States	1
2020-08-01	face shields	True	Wisconsin	United States	1
2020-08-01	wickes	True	West Yorkshire	United Kingdom	57
2020-08-01	covid 19 testing near me	False	California	United States	1
2020-08-01	santa clara county covid	False	California	United States	1
2020-08-01	sainsburys	True	Durham	United Kingdom	12
2020-08-01	statistiche coronavirus	False	Veneto	Italy	2
2020-08-01	face masks for coronavirus n95 for sale	False	Texas	United States	1
2020-08-01	face masks made in usa	True	Wisconsin	United States	3
2020-08-01	covid-19	False	Tokyo	Japan	3
2020-08-01	face masks for coronavirus n95	False	Texas	United States	1
2020-08-01	azfamily news	True	Arizona	United States	2
2020-08-01	waitrose	True	West Yorkshire	United Kingdom	2
2020-08-01	pokemon go	True	Florida	United States	2
2020-08-01	face masks for sale	True	Wisconsin	United States	2
2020-08-01	morrisons	True	Durham	United Kingdom	52
2020-08-01	louie gohmert	True	Virginia	United States	2
2020-08-01	coronavirus in indiana 2020	False	Indiana	United States	1
2020-08-01	salvini	True	Veneto	Italy	2
2020-08-01	california coronavirus	False	Minnesota	United States	1
2020-08-01	spain coronavirus update	False	London	United Kingdom	2
2020-08-01	pfizer stock	True	Pennsylvania	United States	1
2020-08-01	face masks for coronavirus for sale	False	Texas	United States	9
2020-08-01	alabama coronavirus	False	Alabama	United States	10
2020-08-01	face masks for coronavirus	False	Wisconsin	United States	2
2020-08-01	nc covid update	False	North Carolina	United States	3
2020-08-01	usa coronavirus update	False	West Yorkshire	United Kingdom	4
2020-08-01	face masks for coronavirus	False	Texas	United States	1
2020-08-01	sainsburys groceries	True	Medway	United Kingdom	75
2020-08-01	jet2holidays	True	Durham	United Kingdom	32
2020-08-01	covid update	False	London	United Kingdom	2
2020-08-01	face masks	True	Wisconsin	United States	14
2020-08-01	regione veneto	True	Veneto	Italy	7
2020-08-01	face masks coronavirus for sale	False	Texas	United States	1
2020-08-01	face mask pattern	True	Wisconsin	United States	4
2020-08-01	lysol	True	Virginia	United States	2
2020-08-01	universal credit	True	West Yorkshire	United Kingdom	7
2020-08-01	segurança social directa	True	Lisboa	Portugal	100
2020-08-01	coronavirus masks for sale near me	False	Quebec	Canada	6
2020-08-01	hartlepool mail	True	Durham	United Kingdom	4
2020-08-01	pokemon go	True	Pennsylvania	United States	1
2020-08-01	face masks	True	Texas	United States	4
2020-08-01	regione puglia	True	Veneto	Italy	1
2020-08-01	drudge report 2020	True	Wisconsin	United States	3
2020-08-01	face mask pattern	True	Texas	United States	1
2020-08-01	polizia di stato	True	Tuscany	Italy	4
2020-08-01	covid ny	False	New York	United States	1
2020-08-01	uk coronavirus update	False	West Yorkshire	United Kingdom	5
2020-08-01	dane county coronavirus	False	Wisconsin	United States	3
2020-08-01	bing covid tracker	False	Minnesota	United States	1
2020-08-01	halfords	True	Durham	United Kingdom	20
2020-08-01	poste italiane	True	Veneto	Italy	100
2020-08-01	smyths toys uk	True	London	United Kingdom	4
2020-08-01	etsy face mask	True	Texas	United States	1
2020-08-01	coronavirus insurance ukraine	False	Bucuresti	Romania	1
2020-08-01	covid wisconsin	False	Wisconsin	United States	1
2020-08-01	lysol spray	True	Virginia	United States	1
2020-08-01	covid tracker	False	Tennessee	United States	2
2020-08-01	coronavirus masks for sale	False	Quebec	Canada	21
2020-08-01	uk coronavirus deaths	False	West Yorkshire	United Kingdom	1
2020-08-01	el paso strong	True	Texas	United States	1
2020-08-01	qanon	True	Pennsylvania	United States	2
2020-08-01	srf news	True	Saint Gallen	Switzerland	1
2020-08-01	covid tracker	False	Wisconsin	United States	5
2020-08-01	gov.uk	True	Durham	United Kingdom	8
2020-08-01	miur	True	Veneto	Italy	24
2020-08-01	ars bretagne	True	Brittany	France	11
2020-08-01	el paso news	True	Texas	United States	1
2020-08-01	covid testing near me	False	Wisconsin	United States	1
2020-08-01	tui holidays 2020	True	West Yorkshire	United Kingdom	7
2020-08-01	face masks	True	Durham	United Kingdom	4
2020-08-01	the range	True	Wrexham	United Kingdom	100
2020-08-01	eidl grant	True	Texas	United States	1
2020-08-01	ministero della salute	True	Veneto	Italy	3
2020-08-01	covid symptoms	False	Wisconsin	United States	3
2020-08-01	us coronavirus cases	False	Colorado	United States	1
2020-08-01	lysol spray disinfectant	True	Virginia	United States	4
2020-08-01	dshs texas coronavirus	False	Texas	United States	1
2020-08-01	covid 19	False	Sao Paulo	Brazil	51
2020-08-01	covid in wisconsin	False	Wisconsin	United States	1
2020-08-01	reopening ri	True	Rhode Island	United States	4
2020-08-01	tui holidays	True	West Yorkshire	United Kingdom	7
2020-08-01	randy rainbow	True	Pennsylvania	United States	1
2020-08-01	ben shapiro	True	Minnesota	United States	1
2020-08-01	smyths	True	London	United Kingdom	8
2020-08-01	covid testing near me	False	Tennessee	United States	2
2020-08-01	dunelm	True	Durham	United Kingdom	20
2020-08-01	italo treno	True	Veneto	Italy	19
2020-08-01	drudge report 2020	True	Texas	United States	5
2020-08-01	マスク	True	Shizuoka	Japan	15
2020-08-01	b and q diy store	True	Milton Keynes	United Kingdom	19
2020-08-01	covid 19 wisconsin	False	Wisconsin	United States	11
2020-08-01	tui	True	West Yorkshire	United Kingdom	14
2020-08-01	dr fauci	True	Texas	United States	1
2020-08-01	adph	True	Alabama	United States	4
2020-08-01	face mask pattern free	True	Florida	United States	1
2020-08-01	covid 19 update	False	Wisconsin	United States	18
2020-08-01	debenhams uk	True	Durham	United Kingdom	8
2020-08-01	gazzetta ufficiale	True	Veneto	Italy	1
2020-08-01	lysol wipes	True	Virginia	United States	1
2020-08-01	coronavirus face masks for sale	False	Quebec	Canada	13
2020-08-01	doja cat	True	Texas	United States	1
2020-08-01	covid 19 tracker	False	Wisconsin	United States	2
2020-08-01	remdesivir	True	Pennsylvania	United States	1
2020-08-01	travis perkins	True	West Yorkshire	United Kingdom	4
2020-08-01	disinfectant spray	True	Texas	United States	3
2020-08-01	currys pc world	True	Durham	United Kingdom	40
2020-08-01	coronavirus veneto	False	Veneto	Italy	8
2020-08-01	covid 19 symptoms	False	Wisconsin	United States	7
2020-08-01	dallas county jail	True	Texas	United States	1
2020-08-01	covid 19 map	False	Wisconsin	United States	3
2020-08-01	travelodge uk	True	West Yorkshire	United Kingdom	2
2020-08-01	at&t	True	Minnesota	United States	11
2020-08-01	slimming world	True	London	United Kingdom	5
2020-08-01	coronavirus uk	False	Durham	United Kingdom	8
2020-08-01	coronavirus italia	False	Veneto	Italy	2
2020-08-01	dallas county coronavirus	False	Texas	United States	2
2020-08-01	maryland coronavirus	False	Virginia	United States	1
2020-08-01	face shields for coronavirus	False	Colorado	United States	1
2020-08-01	covid symptoms onset	False	Tennessee	United States	1
2020-08-01	covid 19	False	Wisconsin	United States	5
2020-08-01	coronavirus face mask for sale	False	Quebec	Canada	7
2020-08-01	rite aid covid testing	False	Pennsylvania	United States	2
2020-08-01	dallas coronavirus	False	Texas	United States	1
2020-08-01	travel republic	True	West Yorkshire	United Kingdom	4
2020-08-01	covid	False	Wisconsin	United States	5
2020-08-01	coronavirus statistics	False	Durham	United Kingdom	1
2020-08-01	coronavirus	False	Veneto	Italy	17
2020-08-01	cuomo press conference today	True	New York	United States	2
2020-08-01	cytokine storm	True	Texas	United States	1
2020-08-01	coronavirus worldometer	False	Wisconsin	United States	1
2020-08-01	the range	True	West Yorkshire	United Kingdom	32
2020-08-01	cyfairisd	True	Texas	United States	1
2020-08-01	1177	True	Stockholm County	Sweden	15
2020-08-01	coronavirus in arizona	False	Arizona	United States	1
2020-08-01	companies house	True	Durham	United Kingdom	1
2020-08-01	masks	True	Virginia	United States	1
2020-08-01	bonus vacanze come richiederlo	True	Veneto	Italy	1
2020-08-01	srf	True	Saint Gallen	Switzerland	100
2020-08-01	coronavirus wisconsin	False	Wisconsin	United States	7
2020-08-01	russia mass vaccination october	True	Pennsylvania	United States	1
2020-08-01	pets at home	True	Wiltshire	United Kingdom	13
2020-08-01	cvs my chart	True	Texas	United States	1
2020-08-01	coronavirus updates	False	Wisconsin	United States	7
2020-08-01	600 unemployment extension	True	Minnesota	United States	5
2020-08-01	tesco home delivery	True	West Yorkshire	United Kingdom	9
2020-08-01	shielding coronavirus update	False	London	United Kingdom	2
2020-08-01	usa coronavirus cases	False	Florida	United States	1
2020-08-01	caravan and motorhome club	True	Durham	United Kingdom	4
2020-08-01	ansa ultima ora	True	Veneto	Italy	6
2020-08-01	cvs covid testing	False	Texas	United States	3
2020-08-01	coronavirus update	False	Wisconsin	United States	30
2020-08-01	current coronavirus numbers	False	Texas	United States	1
2020-08-01	masks made in usa	True	Virginia	United States	1
2020-08-01	sykes cottages uk	True	West Yorkshire	United Kingdom	10
2020-08-01	coronavirus tracker	False	Wisconsin	United States	2
2020-08-01	massachusetts unemployment	True	Rhode Island	United States	7
2020-08-01	コロナ　症状	True	Osaka	Japan	4
2020-08-01	salvation army donations	True	Pennsylvania	United States	1
2020-08-01	b&q	True	Durham	United Kingdom	48
2020-08-01	alto adige	True	Veneto	Italy	6
2020-08-01	covid symptoms	False	Tennessee	United States	2
2020-08-01	covid19	False	Texas	United States	1
2020-08-01	coronavirus symptoms	False	Wisconsin	United States	2
2020-08-01	dunelm	True	Gloucestershire	United Kingdom	17
2020-08-01	sykes cottages	True	West Yorkshire	United Kingdom	4
2020-08-01	covid vaccine	False	Texas	United States	1
2020-08-01	covid19	False	Tokyo	Japan	2
2020-08-01	worldometers coronavirus	False	Uttar Pradesh	India	24
2020-08-01	coronavirus statistics in wisconsin	False	Wisconsin	United States	5
2020-08-01	b&q	True	Isle Of Wight	United Kingdom	35
2020-08-01	2nd stimulus check	True	Minnesota	United States	1
2020-08-01	covid update	False	Texas	United States	1
2020-08-01	mnp	True	Virginia	United States	15
2020-08-01	coronavirus statistics	False	Wisconsin	United States	9
2020-08-01	self employed grant	True	London	United Kingdom	2
2020-08-01	superdrug	True	West Yorkshire	United Kingdom	16
2020-08-01	sam's club	True	Pennsylvania	United States	27
2020-08-01	pfizer stock	True	Florida	United States	1
2020-08-01	2nd stimulus check	True	Alabama	United States	1
2020-08-01	arkansas covid update	False	Arkansas	United States	2
2020-08-01	nc unemployment website	True	North Carolina	United States	2
2020-08-01	upcovid19traks	False	Uttar Pradesh	India	4
2020-08-01	covid tracker	False	Texas	United States	2
2020-08-01	cesu.urssaf.fr espace employeur	True	Brittany	France	12
2020-08-01	coronavirus prevention	False	Wisconsin	United States	1
2020-08-01	screwfix	True	Medway	United Kingdom	92
2020-08-01	currys pc world	True	London	United Kingdom	60
2020-08-01	covid texas	False	Texas	United States	2
2020-08-01	student finance login	True	West Yorkshire	United Kingdom	5
2020-08-01	coronavirus map	False	Wisconsin	United States	7
2020-08-01	covid19india org	False	Uttar Pradesh	India	100
2020-08-01	moderna	True	Virginia	United States	1
2020-08-01	covid testing near me	False	Texas	United States	1
2020-08-01	coronavirus in wisconsin	False	Wisconsin	United States	1
2020-08-01	sba disaster loans	True	Pennsylvania	United States	1
2020-08-01	specsavers	True	West Yorkshire	United Kingdom	7
2020-08-01	hmrc login	True	Gloucestershire	United Kingdom	5
2020-08-01	covid testing	False	Texas	United States	1
2020-08-01	stimulus update today	True	Colorado	United States	1
2020-08-01	coronavirus by state	False	Wisconsin	United States	1
2020-08-01	covid 19 tracker india	False	Uttar Pradesh	India	17
2020-08-01	coronavirus dans le monde	False	Quebec	Canada	1
2020-08-01	sciensano coronavirus	False	Liege	Belgium	1
2020-08-01	screwfix	True	London	United Kingdom	99
2020-08-01	covid symptoms onset	False	Texas	United States	1
2020-08-01	coronavirus	False	Wisconsin	United States	14
2020-08-01	spain coronavirus update	False	West Yorkshire	United Kingdom	1
2020-08-01	coronavirus worldometer	False	Uttar Pradesh	India	1
2020-08-01	covid symptoms	False	Texas	United States	2
2020-08-01	moderna stock	True	Virginia	United States	1
2020-08-01	coronavirus numbers	False	California	United States	1
2020-08-01	corona virus sauk county wisconsin	False	Wisconsin	United States	5
2020-08-01	マスク	True	Oita	Japan	12
2020-08-01	second stimulus check	True	Pennsylvania	United States	3
2020-08-01	unemployment claim	True	California	United States	1
2020-08-01	covid stats	False	Texas	United States	1
2020-08-01	smyths toys uk	True	West Yorkshire	United Kingdom	7
2020-08-01	ntv livestream	True	Saxony	Germany	14
2020-08-01	clorox wipes	True	Wisconsin	United States	1
2020-08-01	coronavirus update	False	Uttar Pradesh	India	30
2020-08-01	covid map	False	Texas	United States	1
2020-08-01	cdc guidelines for coronavirus	False	Wisconsin	United States	1
2020-08-01	smyths	True	West Yorkshire	United Kingdom	5
2020-08-01	coronavirus worldometer	False	Western Australia	Australia	100
2020-08-01	covid in texas	False	Texas	United States	1
2020-08-01	sciensano	True	Liege	Belgium	6
2020-08-01	navy portal	True	Virginia	United States	7
2020-08-01	cdc coronavirus update	False	Wisconsin	United States	7
2020-08-01	sainsburys groceries	True	London	United Kingdom	72
2020-08-01	coronavirus	False	Uttar Pradesh	India	10
2020-08-01	second stimulus check update	True	Pennsylvania	United States	36
2020-08-01	コロナ　症状	True	Hyogo	Japan	3
2020-08-01	covid face masks for sale	False	Texas	United States	1
2020-08-01	cdc coronavirus	False	Wisconsin	United States	1
2020-08-01	covid 19 update tennessee	False	Tennessee	United States	1
2020-08-01	slimming world	True	West Yorkshire	United Kingdom	4
2020-08-01	covid cases in texas	False	Texas	United States	1
2020-08-01	bing covid tracker	False	Wisconsin	United States	1
2020-08-01	srf	True	Thurgau	Switzerland	1
2020-08-01	covid 19 testing locations	False	California	United States	1
2020-08-01	coronavirus face mask for sale	False	Lombardy	Italy	2
2020-08-01	covid 19 vaccine updates	False	Texas	United States	1
2020-08-01	next stimulus package	True	Virginia	United States	1
2020-08-01	ben shapiro	True	Wisconsin	United States	1
2020-08-01	screwfix	True	West Yorkshire	United Kingdom	100
2020-08-01	covid 19 updates	False	Texas	United States	1
2020-08-01	second stimulus package 2020	True	Pennsylvania	United States	1
2020-08-01	www.gov.bw permits	True	South-East	Botswana	100
2020-08-01	bandana face mask	True	Wisconsin	United States	1
2020-08-01	rtl info	True	Liege	Belgium	100
2020-08-01	covid 19 update texas	False	Texas	United States	1
2020-08-01	sainsburys	True	London	United Kingdom	40
2020-08-01	at&t	True	Wisconsin	United States	7
2020-08-01	scarborough news	True	West Yorkshire	United Kingdom	1
2020-08-01	www.gov.bw	True	South-East	Botswana	1
2020-08-01	covid 19 update	False	Texas	United States	13
2020-08-01	600 unemployment extension	True	Wisconsin	United States	2
2020-08-01	north carolina coronavirus	False	Virginia	United States	1
2020-08-01	face mask pattern	True	Florida	United States	1
2020-08-01	covid 19 tracker	False	Texas	United States	2
2020-08-01	south africa 500,000 coronavirus	False	Pennsylvania	United States	1
2020-08-01	sainsburys groceries	True	West Yorkshire	United Kingdom	53
2020-08-01	coronavirus canada	False	Quebec	Canada	2
2020-08-01	2nd stimulus check	True	Wisconsin	United States	3
2020-08-01	climss	True	Morelos	Mexico	1
2020-08-01	covid 19 texas	False	Texas	United States	2
2020-08-01	halfords	True	Torbay	United Kingdom	1
2020-08-01	sainsburys	True	West Yorkshire	United Kingdom	20
2020-08-01	covid 19 testing near me	False	Texas	United States	1
2020-08-01	covid 19 update	False	Tennessee	United States	15
2020-08-01	currys pc world	True	Torbay	United Kingdom	1
2020-08-01	rtbf info	True	Liege	Belgium	18
2020-08-01	rspb	True	London	United Kingdom	2
2020-08-01	number of coronavirus cases by state	False	Virginia	United States	1
2020-08-01	coronavirus schweiz	False	Saint Gallen	Switzerland	38
2020-08-01	covid 19 testing locations	False	Texas	United States	1
2020-08-01	b&q	True	Torbay	United Kingdom	1
2020-08-01	south carolina coronavirus	False	Pennsylvania	United States	1
2020-08-01	drudge report 2020	True	Rhode Island	United States	2
2020-08-01	road tax	True	West Yorkshire	United Kingdom	5
2020-08-01	covid 19 symptoms	False	Texas	United States	5
2020-08-01	coronavirus insurance ukraine	False	Sofia	Bulgaria	1
2020-08-01	coronavirus	False	Quebec	Canada	7
2020-08-01	covid 19 map	False	Texas	United States	2
2020-08-01	coronavirus uk	False	Herefordshire	United Kingdom	1
2020-08-01	pets at home	True	West Yorkshire	United Kingdom	13
2020-08-01	unemployment extensions 2020	True	Colorado	United States	2
2020-08-01	covid 19 face masks for sale near me	False	Texas	United States	2
2020-08-01	wilko	True	Warwickshire	United Kingdom	38
2020-08-01	on the first day of school, an indiana student tests positive for coronavirus	False	Virginia	United States	1
2020-08-01	coronavirus	False	Brittany	France	9
2020-08-01	ministère des affaires étrangères belgique	True	Liege	Belgium	11
2020-08-01	state by state coronavirus cases	False	Pennsylvania	United States	1
2020-08-01	covid 19 face masks for sale	False	Texas	United States	6
2020-08-01	wickes	True	Warwickshire	United Kingdom	59
2020-08-01	parkdean resorts	True	West Yorkshire	United Kingdom	4
2020-08-01	face masks for coronavirus for sale	False	Tokyo	Japan	2
2020-08-01	road tax	True	London	United Kingdom	6
2020-08-01	coronavirus update	False	Oregon	United States	27
2020-08-01	zus	True	Mazowieckie	Poland	100
2020-08-01	covid 19 cases in texas	False	Texas	United States	1
2020-08-01	warners holidays 2020	True	Warwickshire	United Kingdom	1
2020-08-01	dunelm	True	Herefordshire	United Kingdom	40
2020-08-01	ocado	True	West Yorkshire	United Kingdom	8
2020-08-01	covid 19	False	Texas	United States	6
2020-08-01	waitrose	True	Warwickshire	United Kingdom	9
2020-08-01	ncdhhs covid dashboard	False	North Carolina	United States	4
2020-08-01	pelosi	True	Virginia	United States	1
2020-08-01	covid	False	Texas	United States	4
2020-08-01	uk coronavirus update	False	Warwickshire	United Kingdom	5
2020-08-01	states with coronavirus	False	Pennsylvania	United States	1
2020-08-01	sciensano	True	Brabant	Belgium	1
2020-08-01	nationwide building society	True	West Yorkshire	United Kingdom	11
2020-08-01	tesco home delivery	True	Medway	United Kingdom	42
2020-08-01	cyprus news	True	London	United Kingdom	2
2020-08-01	coronavirus france	False	Liege	Belgium	8
2020-08-01	covid 19 tennessee	False	Tennessee	United States	2
2020-08-01	corpus christi coronavirus	False	Texas	United States	1
2020-08-01	tui	True	Warwickshire	United Kingdom	17
2020-08-01	riddor	True	London	United Kingdom	1
2020-08-01	morrisons	True	Herefordshire	United Kingdom	40
2020-08-01	coronavirus worldometer	False	Texas	United States	1
2020-08-01	the range	True	Warwickshire	United Kingdom	30
2020-08-01	national trust	True	West Yorkshire	United Kingdom	11
2020-08-01	pua virginia	True	Virginia	United States	1
2020-08-01	coronavirus vaccine	False	Texas	United States	2
2020-08-01	tesco home delivery	True	Warwickshire	United Kingdom	17
2020-08-01	face masks for coronavirus for sale	False	Wyoming	United States	7
2020-08-01	cerb application	True	Quebec	Canada	1
2020-08-01	stimulus	True	Pennsylvania	United States	3
2020-08-01	cuomo news	True	New York	United States	1
2020-08-01	coronavirus usa	False	Texas	United States	1
2020-08-01	smyths toys uk	True	Warwickshire	United Kingdom	9
2020-08-01	national express	True	West Yorkshire	United Kingdom	4
2020-08-01	noirmoutier	True	Pays De La Loire	France	2
2020-08-01	coronavirus face masks for sale	False	Arizona	United States	2
2020-08-01	coronavirus updates texas	False	Texas	United States	1
2020-08-01	slimming world	True	Warwickshire	United Kingdom	1
2020-08-01	sainsburys groceries	True	Herefordshire	United Kingdom	40
2020-08-01	coronavirus belgique	False	Liege	Belgium	31
2020-08-01	public health england coronavirus	False	London	United Kingdom	2
2020-08-01	mot check	True	West Yorkshire	United Kingdom	17
2020-08-01	covid 19 symptoms	False	Tennessee	United States	4
2020-08-01	qanon	True	Virginia	United States	2
2020-08-01	coronavirus updates	False	Texas	United States	4
2020-08-01	worldometer coronavirus	False	Lima	Peru	1
2020-08-01	screwfix	True	Warwickshire	United Kingdom	100
2020-08-01	stimulus check 2	True	Pennsylvania	United States	100
2020-08-01	cvs covid testing	False	Rhode Island	United States	5
2020-08-01	coronavirus update	False	Texas	United States	17
2020-08-01	sainsburys groceries	True	Warwickshire	United Kingdom	42
2020-08-01	morrisons	True	West Yorkshire	United Kingdom	87
2020-08-01	coronavirus trends	False	Texas	United States	1
2020-08-01	coronavirus lazio	False	Latium	Italy	3
2020-08-01	sainsburys	True	Warwickshire	United Kingdom	9
2020-08-01	nationwide building society	True	Buckinghamshire	United Kingdom	15
2020-08-01	screwfix	True	Herefordshire	United Kingdom	100
2020-08-01	coronavirus trend in texas	False	Texas	United States	2
2020-08-01	ocado	True	Warwickshire	United Kingdom	13
2020-08-01	mikel arteta	True	West Yorkshire	United Kingdom	1
2020-08-01	coronavirus masks sale	False	Delaware	United States	10
2020-08-01	public health england	True	London	United Kingdom	3
2020-08-01	russia preparing mass vaccination against coronavirus for october	False	Virginia	United States	1
2020-08-01	coronavirus tracker	False	Texas	United States	1
2020-08-01	nuneaton news	True	Warwickshire	United Kingdom	25
2020-08-01	coronavirus worldometer	False	California	United States	3
2020-08-01	stimulus check 2 update today	True	Pennsylvania	United States	3
2020-08-01	indiana coronavirus dashboard	False	Indiana	United States	2
2020-08-01	cerb	True	Quebec	Canada	7
2020-08-01	coronavirus texas update	False	Texas	United States	1
2020-08-01	coronavirus statistics	False	South Australia	Australia	1
2020-08-01	nationwide building society	True	Warwickshire	United Kingdom	21
2020-08-01	martin lewis money saving expert	True	West Yorkshire	United Kingdom	4
2020-08-01	aktuelle nachrichten	True	Baden-Wuerttemberg	Germany	3
2020-08-01	the range	True	Herefordshire	United Kingdom	20
2020-08-01	coronavirus texas map	False	Texas	United States	1
2020-08-01	national trust	True	Warwickshire	United Kingdom	21
2020-08-01	covid 19	False	Tennessee	United States	7
2020-08-01	coronavirus texas	False	Texas	United States	3
2020-08-01	martin lewis	True	West Yorkshire	United Kingdom	2
2020-08-01	salvation army donations	True	Virginia	United States	1
2020-08-01	mot check	True	Warwickshire	United Kingdom	9
2020-08-01	coronavirus	False	North Carolina	United States	21
2020-08-01	stimulus check for 2020	True	Pennsylvania	United States	1
2020-08-01	coronavirus symptoms	False	Texas	United States	1
2020-08-01	morrisons	True	Warwickshire	United Kingdom	21
2020-08-01	portugal coronavirus	False	London	United Kingdom	2
2020-08-01	coronavirus bretagne	False	Brittany	France	42
2020-08-01	loveholidays	True	West Yorkshire	United Kingdom	1
2020-08-01	auswärtiges amt	True	Baden-Wuerttemberg	Germany	4
2020-08-01	coronavirus stats	False	Texas	United States	1
2020-08-01	halfords	True	Warwickshire	United Kingdom	34
2020-08-01	coronavirus update	False	Muscat	Oman	1
2020-08-01	coronavirus statistics in united states	False	Texas	United States	1
2020-08-01	sam's club	True	Virginia	United States	27
2020-08-01	gov.uk	True	Warwickshire	United Kingdom	21
2020-08-01	love holidays	True	West Yorkshire	United Kingdom	2
2020-08-01	b&q	True	Lancashire	United Kingdom	61
2020-08-01	action logement	True	Hauts-De-France	France	7
2020-08-01	stimulus check tracker	True	Pennsylvania	United States	1
2020-08-01	coronavirus statistics in texas	False	Texas	United States	2
2020-08-01	uni wien	True	Vienna	Austria	14
2020-08-01	covid	False	Sao Paulo	Brazil	31
2020-08-01	dvla	True	Warwickshire	United Kingdom	30
2020-08-01	morrisons	True	Telford And Wrekin	United Kingdom	64
2020-08-01	segurança social	True	Lisboa	Portugal	33
2020-08-01	coronavirus statistics	False	Texas	United States	6
2020-08-01	dunelm	True	Warwickshire	United Kingdom	42
2020-08-01	auswärtiges amt kroatien	True	Baden-Wuerttemberg	Germany	3
2020-08-01	コロナウイルス	False	Shizuoka	Japan	7
2020-08-01	kirklees lockdown	True	West Yorkshire	United Kingdom	8
2020-08-01	covid 19 symptoms	False	California	United States	6
2020-08-01	portsmouth news	True	London	United Kingdom	2
